nohup: ignoring input
W1015 11:33:29.316000 765755 torch/distributed/run.py:774] 
W1015 11:33:29.316000 765755 torch/distributed/run.py:774] *****************************************
W1015 11:33:29.316000 765755 torch/distributed/run.py:774] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W1015 11:33:29.316000 765755 torch/distributed/run.py:774] *****************************************
Overriding: run = dummy
2025-10-15 11:33:38,523 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 8
2025-10-15 11:33:38,525 - nanochat.checkpoint_manager - [32m[1mINFO[0m - No model tag provided, guessing model tag: d20
2025-10-15 11:33:38,525 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Loading model from /root/.cache/nanochat/mid_checkpoints/d20 with step 765
2025-10-15 11:33:39,381 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Building model with config: {'sequence_len': 2048, 'vocab_size': 65536, 'n_layer': 20, 'n_head': 10, 'n_kv_head': 10, 'n_embd': 1280}
Target examples per step: 32
Device batch size: 4
Examples per step is device_batch_size * ddp_world_size: 32
=> Setting grad accum steps: 1
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
Step 00000 | Validation loss: 1.077368
Step 00000/00651 | Training loss: 0.937128| lrm: 1.000000| num_tokens: 15,439
Step 00233/00651 | Training loss: 0.694937| lrm: 0.642089| num_tokens: 12,441
Step 00234/00651 | Training loss: 0.968604| lrm: 0.640553| num_tokens: 12,752
Step 00235/00651 | Training loss: 0.946691| lrm: 0.639017| num_tokens: 11,592
Step 00236/00651 | Training loss: 0.849389| lrm: 0.637481| num_tokens: 8,763
Step 00237/00651 | Training loss: 1.119518| lrm: 0.635945| num_tokens: 11,136
Step 00238/00651 | Training loss: 1.052790| lrm: 0.634409| num_tokens: 13,322
Step 00239/00651 | Training loss: 1.036066| lrm: 0.632873| num_tokens: 14,562
Step 00240/00651 | Training loss: 0.983113| lrm: 0.631336| num_tokens: 5,045
Step 00241/00651 | Training loss: 0.977705| lrm: 0.629800| num_tokens: 10,618
Step 00242/00651 | Training loss: 0.893381| lrm: 0.628264| num_tokens: 9,587
Step 00243/00651 | Training loss: 0.985029| lrm: 0.626728| num_tokens: 15,035
Step 00244/00651 | Training loss: 0.488776| lrm: 0.625192| num_tokens: 10,749
Step 00245/00651 | Training loss: 0.580878| lrm: 0.623656| num_tokens: 7,521
Step 00246/00651 | Training loss: 1.497324| lrm: 0.622120| num_tokens: 11,967
Step 00247/00651 | Training loss: 1.056268| lrm: 0.620584| num_tokens: 7,464
Step 00248/00651 | Training loss: 1.199822| lrm: 0.619048| num_tokens: 16,308
Step 00249/00651 | Training loss: 0.725100| lrm: 0.617512| num_tokens: 12,283
Step 00250/00651 | Training loss: 1.163596| lrm: 0.615975| num_tokens: 10,588
Step 00251/00651 | Training loss: 1.428619| lrm: 0.614439| num_tokens: 14,202
Step 00252/00651 | Training loss: 1.004641| lrm: 0.612903| num_tokens: 10,098
Step 00253/00651 | Training loss: 1.190650| lrm: 0.611367| num_tokens: 13,078
Step 00254/00651 | Training loss: 0.869250| lrm: 0.609831| num_tokens: 11,796
Step 00255/00651 | Training loss: 0.948904| lrm: 0.608295| num_tokens: 11,245
Step 00256/00651 | Training loss: 1.135675| lrm: 0.606759| num_tokens: 14,347
Step 00257/00651 | Training loss: 0.705673| lrm: 0.605223| num_tokens: 10,060
Step 00258/00651 | Training loss: 0.830838| lrm: 0.603687| num_tokens: 8,207
Step 00259/00651 | Training loss: 0.662853| lrm: 0.602151| num_tokens: 7,391
Step 00260/00651 | Training loss: 0.736361| lrm: 0.600614| num_tokens: 15,343
Step 00261/00651 | Training loss: 0.556145| lrm: 0.599078| num_tokens: 8,774
Step 00262/00651 | Training loss: 0.897896| lrm: 0.597542| num_tokens: 9,823
Step 00263/00651 | Training loss: 0.700099| lrm: 0.596006| num_tokens: 13,402
Step 00264/00651 | Training loss: 1.323984| lrm: 0.594470| num_tokens: 14,257
Step 00265/00651 | Training loss: 0.918025| lrm: 0.592934| num_tokens: 13,353
Step 00266/00651 | Training loss: 1.106121| lrm: 0.591398| num_tokens: 8,466
Step 00267/00651 | Training loss: 1.065387| lrm: 0.589862| num_tokens: 15,492
Step 00268/00651 | Training loss: 0.673654| lrm: 0.588326| num_tokens: 12,616
Step 00269/00651 | Training loss: 0.919911| lrm: 0.586790| num_tokens: 12,013
Step 00270/00651 | Training loss: 1.324437| lrm: 0.585253| num_tokens: 11,696
Step 00271/00651 | Training loss: 0.910615| lrm: 0.583717| num_tokens: 13,298
Step 00272/00651 | Training loss: 1.021751| lrm: 0.582181| num_tokens: 10,069
Step 00273/00651 | Training loss: 0.931485| lrm: 0.580645| num_tokens: 15,229
Step 00274/00651 | Training loss: 1.150938| lrm: 0.579109| num_tokens: 10,676
Step 00275/00651 | Training loss: 0.725092| lrm: 0.577573| num_tokens: 5,638
Step 00276/00651 | Training loss: 0.867439| lrm: 0.576037| num_tokens: 8,626
Step 00277/00651 | Training loss: 1.063597| lrm: 0.574501| num_tokens: 10,329
Step 00278/00651 | Training loss: 1.093859| lrm: 0.572965| num_tokens: 14,396
Step 00279/00651 | Training loss: 1.287866| lrm: 0.571429| num_tokens: 15,605
Step 00280/00651 | Training loss: 1.091010| lrm: 0.569892| num_tokens: 14,380
Step 00281/00651 | Training loss: 0.901448| lrm: 0.568356| num_tokens: 7,499
Step 00282/00651 | Training loss: 1.066309| lrm: 0.566820| num_tokens: 17,160
Step 00283/00651 | Training loss: 0.905004| lrm: 0.565284| num_tokens: 11,100
Step 00284/00651 | Training loss: 0.896407| lrm: 0.563748| num_tokens: 8,555
Step 00285/00651 | Training loss: 0.782803| lrm: 0.562212| num_tokens: 9,071
Step 00286/00651 | Training loss: 0.762839| lrm: 0.560676| num_tokens: 13,438
Step 00287/00651 | Training loss: 0.766546| lrm: 0.559140| num_tokens: 9,591
Step 00288/00651 | Training loss: 0.810915| lrm: 0.557604| num_tokens: 11,301
Step 00289/00651 | Training loss: 0.812018| lrm: 0.556068| num_tokens: 7,898
Step 00290/00651 | Training loss: 0.960698| lrm: 0.554531| num_tokens: 10,718
Step 00291/00651 | Training loss: 0.772906| lrm: 0.552995| num_tokens: 9,719
Step 00292/00651 | Training loss: 0.597571| lrm: 0.551459| num_tokens: 7,194
Step 00293/00651 | Training loss: 1.013902| lrm: 0.549923| num_tokens: 8,943
Step 00294/00651 | Training loss: 1.209687| lrm: 0.548387| num_tokens: 9,842
Step 00295/00651 | Training loss: 0.828470| lrm: 0.546851| num_tokens: 8,584
Step 00296/00651 | Training loss: 0.707312| lrm: 0.545315| num_tokens: 9,170
Step 00297/00651 | Training loss: 0.538922| lrm: 0.543779| num_tokens: 8,060
Step 00298/00651 | Training loss: 0.769633| lrm: 0.542243| num_tokens: 9,520
Step 00299/00651 | Training loss: 0.725509| lrm: 0.540707| num_tokens: 11,546
Step 00300 | Validation loss: 1.067096
Step 00300/00651 | Training loss: 1.046741| lrm: 0.539171| num_tokens: 7,837
Step 00301/00651 | Training loss: 1.300853| lrm: 0.537634| num_tokens: 9,765
Step 00302/00651 | Training loss: 1.042967| lrm: 0.536098| num_tokens: 11,208
Step 00303/00651 | Training loss: 1.358561| lrm: 0.534562| num_tokens: 10,564
Step 00304/00651 | Training loss: 0.986253| lrm: 0.533026| num_tokens: 15,068
Step 00305/00651 | Training loss: 0.996365| lrm: 0.531490| num_tokens: 14,314
Step 00306/00651 | Training loss: 0.938236| lrm: 0.529954| num_tokens: 9,119
Step 00307/00651 | Training loss: 0.884997| lrm: 0.528418| num_tokens: 9,822
Step 00308/00651 | Training loss: 0.885515| lrm: 0.526882| num_tokens: 12,504
Step 00309/00651 | Training loss: 1.033717| lrm: 0.525346| num_tokens: 10,438
Step 00310/00651 | Training loss: 0.949927| lrm: 0.523810| num_tokens: 12,497
Step 00311/00651 | Training loss: 1.252149| lrm: 0.522273| num_tokens: 10,564
Step 00312/00651 | Training loss: 0.667058| lrm: 0.520737| num_tokens: 8,266
Step 00313/00651 | Training loss: 1.188540| lrm: 0.519201| num_tokens: 10,550
Step 00314/00651 | Training loss: 1.332625| lrm: 0.517665| num_tokens: 12,718
Step 00315/00651 | Training loss: 1.521138| lrm: 0.516129| num_tokens: 13,975
Step 00316/00651 | Training loss: 0.465587| lrm: 0.514593| num_tokens: 8,891
Step 00317/00651 | Training loss: 0.694406| lrm: 0.513057| num_tokens: 9,941
Step 00318/00651 | Training loss: 1.041369| lrm: 0.511521| num_tokens: 9,717
Step 00319/00651 | Training loss: 0.934440| lrm: 0.509985| num_tokens: 11,772
Step 00320/00651 | Training loss: 0.819558| lrm: 0.508449| num_tokens: 10,387
Step 00321/00651 | Training loss: 0.473200| lrm: 0.506912| num_tokens: 9,814
Step 00322/00651 | Training loss: 0.740173| lrm: 0.505376| num_tokens: 10,338
Step 00323/00651 | Training loss: 0.937513| lrm: 0.503840| num_tokens: 12,200
Step 00324/00651 | Training loss: 1.239708| lrm: 0.502304| num_tokens: 8,116
Step 00325/00651 | Training loss: 0.933469| lrm: 0.500768| num_tokens: 10,944
Step 00326/00651 | Training loss: 0.829591| lrm: 0.499232| num_tokens: 16,277
Step 00327/00651 | Training loss: 1.144687| lrm: 0.497696| num_tokens: 9,288
Step 00328/00651 | Training loss: 0.924609| lrm: 0.496160| num_tokens: 14,742
Step 00329/00651 | Training loss: 0.693105| lrm: 0.494624| num_tokens: 13,533
Step 00330/00651 | Training loss: 0.872073| lrm: 0.493088| num_tokens: 7,894
Step 00331/00651 | Training loss: 0.784317| lrm: 0.491551| num_tokens: 14,764
Step 00332/00651 | Training loss: 1.230637| lrm: 0.490015| num_tokens: 8,944
Step 00333/00651 | Training loss: 1.031642| lrm: 0.488479| num_tokens: 6,281
Step 00334/00651 | Training loss: 1.242005| lrm: 0.486943| num_tokens: 14,348
Step 00335/00651 | Training loss: 0.508942| lrm: 0.485407| num_tokens: 12,918
Step 00336/00651 | Training loss: 0.931351| lrm: 0.483871| num_tokens: 7,116
Step 00337/00651 | Training loss: 1.194349| lrm: 0.482335| num_tokens: 9,608
Step 00338/00651 | Training loss: 1.225786| lrm: 0.480799| num_tokens: 12,084
Step 00339/00651 | Training loss: 1.264289| lrm: 0.479263| num_tokens: 14,108
Step 00340/00651 | Training loss: 0.555200| lrm: 0.477727| num_tokens: 11,981
Step 00341/00651 | Training loss: 1.141643| lrm: 0.476190| num_tokens: 10,127
Step 00342/00651 | Training loss: 1.172786| lrm: 0.474654| num_tokens: 10,500
Step 00343/00651 | Training loss: 0.812269| lrm: 0.473118| num_tokens: 6,191
Step 00344/00651 | Training loss: 0.854471| lrm: 0.471582| num_tokens: 8,728
Step 00345/00651 | Training loss: 0.381609| lrm: 0.470046| num_tokens: 8,037
Step 00346/00651 | Training loss: 0.798088| lrm: 0.468510| num_tokens: 8,087
Step 00347/00651 | Training loss: 0.660755| lrm: 0.466974| num_tokens: 9,347
Step 00348/00651 | Training loss: 1.235423| lrm: 0.465438| num_tokens: 11,051
Step 00349/00651 | Training loss: 0.478606| lrm: 0.463902| num_tokens: 13,213
Step 00350/00651 | Training loss: 1.025433| lrm: 0.462366| num_tokens: 12,280
Step 00351/00651 | Training loss: 1.284450| lrm: 0.460829| num_tokens: 6,453
Step 00352/00651 | Training loss: 0.919928| lrm: 0.459293| num_tokens: 13,219
Step 00353/00651 | Training loss: 0.862774| lrm: 0.457757| num_tokens: 8,551
Step 00354/00651 | Training loss: 1.157030| lrm: 0.456221| num_tokens: 9,528
Step 00355/00651 | Training loss: 0.737847| lrm: 0.454685| num_tokens: 9,314
Step 00356/00651 | Training loss: 0.647550| lrm: 0.453149| num_tokens: 8,419
Step 00357/00651 | Training loss: 0.877923| lrm: 0.451613| num_tokens: 13,197
Step 00358/00651 | Training loss: 0.877643| lrm: 0.450077| num_tokens: 11,092
Step 00359/00651 | Training loss: 0.541391| lrm: 0.448541| num_tokens: 8,997
Step 00360/00651 | Training loss: 1.706401| lrm: 0.447005| num_tokens: 6,583
Step 00361/00651 | Training loss: 0.915036| lrm: 0.445469| num_tokens: 11,487
Step 00362/00651 | Training loss: 1.038514| lrm: 0.443932| num_tokens: 12,445
Step 00363/00651 | Training loss: 0.976836| lrm: 0.442396| num_tokens: 8,777
Step 00364/00651 | Training loss: 0.849245| lrm: 0.440860| num_tokens: 14,378
Step 00365/00651 | Training loss: 0.976295| lrm: 0.439324| num_tokens: 14,276
Step 00366/00651 | Training loss: 1.125322| lrm: 0.437788| num_tokens: 8,548
Step 00367/00651 | Training loss: 1.182381| lrm: 0.436252| num_tokens: 10,785
Step 00368/00651 | Training loss: 0.658016| lrm: 0.434716| num_tokens: 7,467
Step 00369/00651 | Training loss: 0.960627| lrm: 0.433180| num_tokens: 10,122
Step 00370/00651 | Training loss: 0.727682| lrm: 0.431644| num_tokens: 8,549
Step 00371/00651 | Training loss: 1.111546| lrm: 0.430108| num_tokens: 12,663
Step 00372/00651 | Training loss: 0.653321| lrm: 0.428571| num_tokens: 11,384
Step 00373/00651 | Training loss: 1.227821| lrm: 0.427035| num_tokens: 7,815
Step 00374/00651 | Training loss: 1.017676| lrm: 0.425499| num_tokens: 15,771
Step 00375/00651 | Training loss: 1.014135| lrm: 0.423963| num_tokens: 11,019
Step 00376/00651 | Training loss: 1.325281| lrm: 0.422427| num_tokens: 10,581
Step 00377/00651 | Training loss: 0.774072| lrm: 0.420891| num_tokens: 10,165
Step 00378/00651 | Training loss: 1.038853| lrm: 0.419355| num_tokens: 9,973
Step 00379/00651 | Training loss: 0.850826| lrm: 0.417819| num_tokens: 7,814
Step 00380/00651 | Training loss: 0.680951| lrm: 0.416283| num_tokens: 13,492
Step 00381/00651 | Training loss: 1.147081| lrm: 0.414747| num_tokens: 11,782
Step 00382/00651 | Training loss: 0.963200| lrm: 0.413210| num_tokens: 9,829
Step 00383/00651 | Training loss: 1.080846| lrm: 0.411674| num_tokens: 14,081
Step 00384/00651 | Training loss: 0.988521| lrm: 0.410138| num_tokens: 12,581
Step 00385/00651 | Training loss: 1.358224| lrm: 0.408602| num_tokens: 10,166
Step 00386/00651 | Training loss: 0.681927| lrm: 0.407066| num_tokens: 7,589
Step 00387/00651 | Training loss: 0.956141| lrm: 0.405530| num_tokens: 10,038
Step 00388/00651 | Training loss: 0.965958| lrm: 0.403994| num_tokens: 11,971
Step 00389/00651 | Training loss: 1.111744| lrm: 0.402458| num_tokens: 8,377
Step 00390/00651 | Training loss: 0.828236| lrm: 0.400922| num_tokens: 11,701
Step 00391/00651 | Training loss: 1.146628| lrm: 0.399386| num_tokens: 8,925
Step 00392/00651 | Training loss: 0.958461| lrm: 0.397849| num_tokens: 11,386
Step 00393/00651 | Training loss: 1.085595| lrm: 0.396313| num_tokens: 9,088
Step 00394/00651 | Training loss: 0.811237| lrm: 0.394777| num_tokens: 9,084
Step 00395/00651 | Training loss: 1.395670| lrm: 0.393241| num_tokens: 9,033
Step 00396/00651 | Training loss: 0.839794| lrm: 0.391705| num_tokens: 7,204
Step 00397/00651 | Training loss: 0.682960| lrm: 0.390169| num_tokens: 8,585
Step 00398/00651 | Training loss: 1.223663| lrm: 0.388633| num_tokens: 10,897
Step 00399/00651 | Training loss: 0.663101| lrm: 0.387097| num_tokens: 9,307
Step 00400 | Validation loss: 1.066365
Final: 317/1024 (30.96%)
Final: 341/1024 (33.30%)
[KRank 0 | 0/1 (0.00%)[KRank 2 | 0/1 (0.00%)[KRank 7 | 0/1 (0.00%)[KRank 5 | 0/1 (0.00%)[KRank 0 | 0/2 (0.00%)[KRank 3 | 0/1 (0.00%)[KRank 7 | 0/2 (0.00%)[KRank 1 | 0/1 (0.00%)[KRank 3 | 1/2 (50.00%)[KRank 5 | 0/2 (0.00%)[KRank 0 | 0/3 (0.00%)[KRank 5 | 0/3 (0.00%)[KRank 7 | 0/3 (0.00%)[KRank 0 | 0/4 (0.00%)[KRank 5 | 0/4 (0.00%)[KRank 3 | 1/3 (33.33%)[KRank 7 | 0/4 (0.00%)[KRank 1 | 0/2 (0.00%)[KRank 0 | 1/5 (20.00%)[KRank 1 | 1/3 (33.33%)[KRank 7 | 0/5 (0.00%)[KRank 3 | 1/4 (25.00%)[KRank 1 | 1/4 (25.00%)[KRank 7 | 0/6 (0.00%)[KRank 4 | 0/1 (0.00%)[KRank 6 | 0/1 (0.00%)[KRank 1 | 1/5 (20.00%)[KRank 7 | 0/7 (0.00%)[KRank 2 | 0/2 (0.00%)[KRank 1 | 1/6 (16.67%)[KRank 2 | 1/3 (33.33%)[KRank 7 | 0/8 (0.00%)
[KRank 6 | 0/2 (0.00%)[KRank 5 | 0/5 (0.00%)[KRank 0 | 1/6 (16.67%)[KRank 4 | 0/2 (0.00%)[KRank 3 | 1/5 (20.00%)[KRank 0 | 1/7 (14.29%)[KRank 5 | 0/6 (0.00%)[KRank 5 | 0/7 (0.00%)[KRank 0 | 1/8 (12.50%)
[KRank 2 | 1/4 (25.00%)[KRank 5 | 0/8 (0.00%)
[KRank 1 | 1/7 (14.29%)[KRank 2 | 1/5 (20.00%)[KRank 2 | 1/6 (16.67%)[KRank 2 | 1/7 (14.29%)[KRank 1 | 1/8 (12.50%)
[KRank 6 | 0/3 (0.00%)[KRank 3 | 1/6 (16.67%)[KRank 4 | 0/3 (0.00%)[KRank 6 | 0/4 (0.00%)[KRank 6 | 0/5 (0.00%)[KRank 6 | 0/6 (0.00%)[KRank 2 | 1/8 (12.50%)
[KRank 6 | 0/7 (0.00%)[KRank 6 | 0/8 (0.00%)
[KRank 3 | 1/7 (14.29%)[KRank 4 | 0/4 (0.00%)[KRank 3 | 1/8 (12.50%)
[KRank 4 | 0/5 (0.00%)[KRank 4 | 0/6 (0.00%)[KRank 4 | 0/7 (0.00%)[KRank 4 | 0/8 (0.00%)
==================================================
Final: 4/64 (6.25%)
[KRank 1 | 0/1 (0.00%)[KRank 7 | 0/1 (0.00%)[KRank 2 | 1/1 (100.00%)[KRank 6 | 0/1 (0.00%)[KRank 0 | 0/1 (0.00%)[KRank 5 | 0/1 (0.00%)[KRank 3 | 0/1 (0.00%)[KRank 7 | 1/2 (50.00%)[KRank 1 | 0/2 (0.00%)[KRank 2 | 1/2 (50.00%)[KRank 5 | 0/2 (0.00%)[KRank 4 | 0/1 (0.00%)[KRank 6 | 0/2 (0.00%)[KRank 3 | 0/2 (0.00%)[KRank 0 | 0/2 (0.00%)[KRank 7 | 1/3 (33.33%)[KRank 5 | 0/3 (0.00%)[KRank 6 | 0/3 (0.00%)[KRank 0 | 0/3 (0.00%)[KRank 1 | 0/3 (0.00%)[KRank 3 | 0/3 (0.00%)[KRank 5 | 0/4 (0.00%)[KRank 1 | 0/4 (0.00%)[KRank 0 | 0/4 (0.00%)[KRank 6 | 0/4 (0.00%)[KRank 2 | 1/3 (33.33%)[KRank 3 | 0/4 (0.00%)[KRank 7 | 1/4 (25.00%)[KRank 4 | 0/2 (0.00%)[KRank 1 | 0/5 (0.00%)[KRank 0 | 0/5 (0.00%)[KRank 2 | 1/4 (25.00%)[KRank 7 | 1/5 (20.00%)[KRank 1 | 0/6 (0.00%)[KRank 0 | 0/6 (0.00%)[KRank 5 | 0/5 (0.00%)[KRank 3 | 0/5 (0.00%)[KRank 4 | 0/3 (0.00%)[KRank 5 | 1/6 (16.67%)[KRank 2 | 1/5 (20.00%)[KRank 1 | 1/7 (14.29%)[KRank 3 | 0/6 (0.00%)[KRank 0 | 0/7 (0.00%)[KRank 5 | 1/7 (14.29%)[KRank 6 | 0/5 (0.00%)[KRank 4 | 0/4 (0.00%)[KRank 3 | 0/7 (0.00%)[KRank 7 | 1/6 (16.67%)[KRank 0 | 0/8 (0.00%)
[KRank 7 | 1/7 (14.29%)[KRank 3 | 0/8 (0.00%)
[KRank 1 | 1/8 (12.50%)
[KRank 5 | 1/8 (12.50%)
[KRank 6 | 0/6 (0.00%)[KRank 2 | 1/6 (16.67%)[KRank 4 | 0/5 (0.00%)[KRank 6 | 0/7 (0.00%)[KRank 2 | 1/7 (14.29%)[KRank 7 | 1/8 (12.50%)
[KRank 4 | 0/6 (0.00%)[KRank 6 | 0/8 (0.00%)
[KRank 4 | 0/7 (0.00%)[KRank 2 | 1/8 (12.50%)
[KRank 4 | 0/8 (0.00%)
==================================================
Final: 4/64 (6.25%)
Step 00400 | mmlu_acc: 0.309570, arc_easy_acc: 0.333008, gsm8k_acc: 0.062500, humaneval_acc: 0.062500
Step 00400/00651 | Training loss: 0.940977| lrm: 0.385561| num_tokens: 10,069
Step 00401/00651 | Training loss: 0.582521| lrm: 0.384025| num_tokens: 7,289
Step 00402/00651 | Training loss: 0.763008| lrm: 0.382488| num_tokens: 11,261
Step 00403/00651 | Training loss: 0.809487| lrm: 0.380952| num_tokens: 11,205
Step 00404/00651 | Training loss: 0.803674| lrm: 0.379416| num_tokens: 11,058
Step 00405/00651 | Training loss: 0.862464| lrm: 0.377880| num_tokens: 9,965
Step 00406/00651 | Training loss: 1.106367| lrm: 0.376344| num_tokens: 16,281
Step 00407/00651 | Training loss: 1.184818| lrm: 0.374808| num_tokens: 13,582
Step 00408/00651 | Training loss: 0.957893| lrm: 0.373272| num_tokens: 7,916
Step 00409/00651 | Training loss: 0.664472| lrm: 0.371736| num_tokens: 8,979
Step 00410/00651 | Training loss: 0.674008| lrm: 0.370200| num_tokens: 12,470
Step 00411/00651 | Training loss: 0.999025| lrm: 0.368664| num_tokens: 14,287
Step 00412/00651 | Training loss: 1.264735| lrm: 0.367127| num_tokens: 11,578
Step 00413/00651 | Training loss: 0.983876| lrm: 0.365591| num_tokens: 10,583
Step 00414/00651 | Training loss: 0.870341| lrm: 0.364055| num_tokens: 10,266
Step 00415/00651 | Training loss: 1.548240| lrm: 0.362519| num_tokens: 12,067
Step 00416/00651 | Training loss: 0.763205| lrm: 0.360983| num_tokens: 7,256
Step 00417/00651 | Training loss: 0.882696| lrm: 0.359447| num_tokens: 9,756
Step 00418/00651 | Training loss: 0.931991| lrm: 0.357911| num_tokens: 8,575
Step 00419/00651 | Training loss: 0.564897| lrm: 0.356375| num_tokens: 10,529
Step 00420/00651 | Training loss: 1.603098| lrm: 0.354839| num_tokens: 9,811
Step 00421/00651 | Training loss: 0.929192| lrm: 0.353303| num_tokens: 12,358
Step 00422/00651 | Training loss: 1.193098| lrm: 0.351767| num_tokens: 10,485
Step 00423/00651 | Training loss: 1.218731| lrm: 0.350230| num_tokens: 10,488
Step 00424/00651 | Training loss: 1.137134| lrm: 0.348694| num_tokens: 17,586
Step 00425/00651 | Training loss: 0.817449| lrm: 0.347158| num_tokens: 7,351
Step 00426/00651 | Training loss: 1.119099| lrm: 0.345622| num_tokens: 11,251
Step 00427/00651 | Training loss: 0.778281| lrm: 0.344086| num_tokens: 11,875
Step 00428/00651 | Training loss: 0.983540| lrm: 0.342550| num_tokens: 10,212
Step 00429/00651 | Training loss: 1.047624| lrm: 0.341014| num_tokens: 10,681
Step 00430/00651 | Training loss: 1.288209| lrm: 0.339478| num_tokens: 13,366
Step 00431/00651 | Training loss: 0.771264| lrm: 0.337942| num_tokens: 15,619
Step 00432/00651 | Training loss: 1.100706| lrm: 0.336406| num_tokens: 12,410
Step 00433/00651 | Training loss: 0.881600| lrm: 0.334869| num_tokens: 5,852
Step 00434/00651 | Training loss: 0.979290| lrm: 0.333333| num_tokens: 12,763
Step 00435/00651 | Training loss: 1.137845| lrm: 0.331797| num_tokens: 10,625
Step 00436/00651 | Training loss: 1.202814| lrm: 0.330261| num_tokens: 11,412
Step 00437/00651 | Training loss: 0.510697| lrm: 0.328725| num_tokens: 6,892
Step 00438/00651 | Training loss: 0.989086| lrm: 0.327189| num_tokens: 11,744
Step 00439/00651 | Training loss: 0.915407| lrm: 0.325653| num_tokens: 8,341
Step 00440/00651 | Training loss: 0.421643| lrm: 0.324117| num_tokens: 9,949
Step 00441/00651 | Training loss: 0.690806| lrm: 0.322581| num_tokens: 7,434
Step 00442/00651 | Training loss: 0.633499| lrm: 0.321045| num_tokens: 10,054
Step 00443/00651 | Training loss: 1.645923| lrm: 0.319508| num_tokens: 15,539
Step 00444/00651 | Training loss: 0.694031| lrm: 0.317972| num_tokens: 7,452
Step 00445/00651 | Training loss: 1.062628| lrm: 0.316436| num_tokens: 8,791
Step 00446/00651 | Training loss: 1.095940| lrm: 0.314900| num_tokens: 8,474
Step 00447/00651 | Training loss: 1.231490| lrm: 0.313364| num_tokens: 12,295
Step 00448/00651 | Training loss: 0.990970| lrm: 0.311828| num_tokens: 13,136
Step 00449/00651 | Training loss: 1.172298| lrm: 0.310292| num_tokens: 12,925
Step 00450/00651 | Training loss: 0.660452| lrm: 0.308756| num_tokens: 12,337
Step 00451/00651 | Training loss: 1.304529| lrm: 0.307220| num_tokens: 11,883
Step 00452/00651 | Training loss: 0.885555| lrm: 0.305684| num_tokens: 13,823
Step 00453/00651 | Training loss: 0.577856| lrm: 0.304147| num_tokens: 10,518
Step 00454/00651 | Training loss: 0.968875| lrm: 0.302611| num_tokens: 10,984
Step 00455/00651 | Training loss: 0.812968| lrm: 0.301075| num_tokens: 5,678
Step 00456/00651 | Training loss: 1.095630| lrm: 0.299539| num_tokens: 10,051
Step 00457/00651 | Training loss: 1.407871| lrm: 0.298003| num_tokens: 11,420
Step 00458/00651 | Training loss: 1.184854| lrm: 0.296467| num_tokens: 14,130
Step 00459/00651 | Training loss: 1.014417| lrm: 0.294931| num_tokens: 11,706
Step 00460/00651 | Training loss: 0.876379| lrm: 0.293395| num_tokens: 8,868
Step 00461/00651 | Training loss: 1.093245| lrm: 0.291859| num_tokens: 8,654
Step 00462/00651 | Training loss: 1.624707| lrm: 0.290323| num_tokens: 10,209
Step 00463/00651 | Training loss: 1.225826| lrm: 0.288786| num_tokens: 11,255
Step 00464/00651 | Training loss: 0.969976| lrm: 0.287250| num_tokens: 13,026
Step 00465/00651 | Training loss: 0.643154| lrm: 0.285714| num_tokens: 13,317
Step 00466/00651 | Training loss: 1.316452| lrm: 0.284178| num_tokens: 7,477
Step 00467/00651 | Training loss: 0.809266| lrm: 0.282642| num_tokens: 13,697
Step 00468/00651 | Training loss: 1.040024| lrm: 0.281106| num_tokens: 11,378
Step 00469/00651 | Training loss: 1.460190| lrm: 0.279570| num_tokens: 13,922
Step 00470/00651 | Training loss: 0.973316| lrm: 0.278034| num_tokens: 11,581
Step 00471/00651 | Training loss: 0.675935| lrm: 0.276498| num_tokens: 9,393
Step 00472/00651 | Training loss: 0.679254| lrm: 0.274962| num_tokens: 13,792
Step 00473/00651 | Training loss: 0.731005| lrm: 0.273425| num_tokens: 13,795
Step 00474/00651 | Training loss: 1.424688| lrm: 0.271889| num_tokens: 11,823
Step 00475/00651 | Training loss: 0.949323| lrm: 0.270353| num_tokens: 13,836
Step 00476/00651 | Training loss: 0.416524| lrm: 0.268817| num_tokens: 10,960
Step 00477/00651 | Training loss: 0.520372| lrm: 0.267281| num_tokens: 9,906
Step 00478/00651 | Training loss: 0.706868| lrm: 0.265745| num_tokens: 11,050
Step 00479/00651 | Training loss: 0.314433| lrm: 0.264209| num_tokens: 9,703
Step 00480/00651 | Training loss: 1.237196| lrm: 0.262673| num_tokens: 10,445
Step 00481/00651 | Training loss: 0.641803| lrm: 0.261137| num_tokens: 11,124
Step 00482/00651 | Training loss: 0.770679| lrm: 0.259601| num_tokens: 14,708
Step 00483/00651 | Training loss: 0.960209| lrm: 0.258065| num_tokens: 10,922
